[INFO] [launch]: All log files can be found below /home/aidankwok/.ros/log/2026-05-01-21-11-18-377731-aidankwok-1439
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [1440]
[mavros_node-1] [INFO] [1777684279.142180344] [mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1777684279.142363433] [mavros]: Plugin companion_process_status initialized
[mavros_node-1] [INFO] [1777684279.174031459] [mavros]: Plugin debug_value created
[mavros_node-1] [INFO] [1777684279.174252010] [mavros]: Plugin debug_value initialized
[mavros_node-1] [INFO] [1777684279.201176594] [mavros.distance_sensor]: DS: Plugin not configured!
[mavros_node-1] [INFO] [1777684279.201769008] [mavros]: Plugin distance_sensor created
[mavros_node-1] [INFO] [1777684279.201964911] [mavros]: Plugin distance_sensor initialized
[mavros_node-1] [INFO] [1777684279.232649271] [mavros]: Plugin esc_status created
[mavros_node-1] [INFO] [1777684279.232866804] [mavros]: Plugin esc_status initialized
[mavros_node-1] [INFO] [1777684279.261570408] [mavros]: Plugin esc_telemetry created
[mavros_node-1] [INFO] [1777684279.261803199] [mavros]: Plugin esc_telemetry initialized
[mavros_node-1] [INFO] [1777684279.298547381] [mavros]: Plugin fake_gps created
[mavros_node-1] [INFO] [1777684279.298722989] [mavros]: Plugin fake_gps initialized
[mavros_node-1] [INFO] [1777684279.360403110] [mavros]: Plugin ftp created
[mavros_node-1] [INFO] [1777684279.360598939] [mavros]: Plugin ftp initialized
[mavros_node-1] [INFO] [1777684279.402197504] [mavros]: Plugin geofence created
[mavros_node-1] [INFO] [1777684279.402419777] [mavros]: Plugin geofence initialized
[mavros_node-1] [INFO] [1777684279.467598198] [mavros]: Plugin gimbal_control created
[mavros_node-1] [INFO] [1777684279.467813157] [mavros]: Plugin gimbal_control initialized
[mavros_node-1] [INFO] [1777684279.537381192] [mavros]: Plugin global_position created
[mavros_node-1] [INFO] [1777684279.537608410] [mavros]: Plugin global_position initialized
[mavros_node-1] [INFO] [1777684279.564775156] [mavros_router]: link[1000] detected remote address 254.190
[mavros_node-1] [INFO] [1777684279.576130074] [mavros]: Plugin gps_input created
[mavros_node-1] [INFO] [1777684279.576513529] [mavros]: Plugin gps_input initialized
[mavros_node-1] [INFO] [1777684279.616630383] [mavros]: Plugin gps_rtk created
[mavros_node-1] [INFO] [1777684279.616869471] [mavros]: Plugin gps_rtk initialized
[mavros_node-1] [INFO] [1777684279.661540437] [mavros]: Plugin gps_status created
[mavros_node-1] [INFO] [1777684279.661775821] [mavros]: Plugin gps_status initialized
[mavros_node-1] [INFO] [1777684279.703853691] [mavros]: Plugin guided_target created
[mavros_node-1] [INFO] [1777684279.704082131] [mavros]: Plugin guided_target initialized
[mavros_node-1] [INFO] [1777684279.759182459] [mavros]: Plugin hil created
[mavros_node-1] [INFO] [1777684279.759395140] [mavros]: Plugin hil initialized
[mavros_node-1] [INFO] [1777684279.805509854] [mavros]: Plugin home_position created
[mavros_node-1] [INFO] [1777684279.805722850] [mavros]: Plugin home_position initialized
[mavros_node-1] [INFO] [1777684279.870971751] [mavros]: Plugin imu created
[mavros_node-1] [INFO] [1777684279.871206783] [mavros]: Plugin imu initialized
[mavros_node-1] [INFO] [1777684279.935792919] [mavros]: Plugin landing_target created
[mavros_node-1] [INFO] [1777684279.936012322] [mavros]: Plugin landing_target initialized
[mavros_node-1] [INFO] [1777684280.001505774] [mavros]: Plugin local_position created
[mavros_node-1] [INFO] [1777684280.001762991] [mavros]: Plugin local_position initialized
[mavros_node-1] [INFO] [1777684280.070058571] [mavros]: Plugin log_transfer created
[mavros_node-1] [INFO] [1777684280.070331159] [mavros]: Plugin log_transfer initialized
[mavros_node-1] [INFO] [1777684280.120840062] [mavros]: Plugin mag_calibration_status created
[mavros_node-1] [INFO] [1777684280.121101168] [mavros]: Plugin mag_calibration_status initialized
[mavros_node-1] [INFO] [1777684280.174113003] [mavros]: Plugin manual_control created
[mavros_node-1] [INFO] [1777684280.174355905] [mavros]: Plugin manual_control initialized
[mavros_node-1] [INFO] [1777684280.227277279] [mavros]: Plugin mocap_pose_estimate created
[mavros_node-1] [INFO] [1777684280.227478701] [mavros]: Plugin mocap_pose_estimate initialized
[mavros_node-1] [INFO] [1777684280.316124888] [mavros]: Plugin mount_control created
[mavros_node-1] [INFO] [1777684280.316428790] [mavros]: Plugin mount_control initialized
[mavros_node-1] [INFO] [1777684280.373304676] [mavros]: Plugin nav_controller_output created
[mavros_node-1] [INFO] [1777684280.373529782] [mavros]: Plugin nav_controller_output initialized
[mavros_node-1] [INFO] [1777684280.432253520] [mavros]: Plugin obstacle_distance created
[mavros_node-1] [INFO] [1777684280.432504959] [mavros]: Plugin obstacle_distance initialized
[mavros_node-1] [INFO] [1777684280.494916770] [mavros]: Plugin obstacle_distance_3d created
[mavros_node-1] [INFO] [1777684280.495123118] [mavros]: Plugin obstacle_distance_3d initialized
[mavros_node-1] [INFO] [1777684280.559235450] [mavros]: Plugin odometry created
[mavros_node-1] [INFO] [1777684280.559485038] [mavros]: Plugin odometry initialized
[mavros_node-1] [INFO] [1777684280.619899667] [mavros]: Plugin onboard_computer_status created
[mavros_node-1] [INFO] [1777684280.620080330] [mavros]: Plugin onboard_computer_status initialized
[mavros_node-1] [INFO] [1777684280.691423164] [mavros]: Plugin open_drone_id created
[mavros_node-1] [INFO] [1777684280.691848174] [mavros]: Plugin open_drone_id initialized
[mavros_node-1] [INFO] [1777684280.770642876] [mavros]: Plugin optical_flow created
[mavros_node-1] [INFO] [1777684280.770887649] [mavros]: Plugin optical_flow initialized
[mavros_node-1] [INFO] [1777684280.770957666] [mavros]: Plugin param ignored
[mavros_node-1] [INFO] [1777684280.837626798] [mavros]: Plugin play_tune created
[mavros_node-1] [INFO] [1777684280.837827924] [mavros]: Plugin play_tune initialized
[mavros_node-1] [INFO] [1777684280.918049708] [mavros]: Plugin px4flow created
[mavros_node-1] [INFO] [1777684280.919421087] [mavros]: Plugin px4flow initialized
[mavros_node-1] [INFO] [1777684281.009380193] [mavros]: Plugin rallypoint created
[mavros_node-1] [INFO] [1777684281.010250120] [mavros]: Plugin rallypoint initialized
[mavros_node-1] [INFO] [1777684281.078834363] [mavros]: Plugin rangefinder created
[mavros_node-1] [INFO] [1777684281.079200948] [mavros]: Plugin rangefinder initialized
[mavros_node-1] [INFO] [1777684281.156657974] [mavros]: Plugin rc_io created
[mavros_node-1] [INFO] [1777684281.157403645] [mavros]: Plugin rc_io initialized
[mavros_node-1] [INFO] [1777684281.231782604] [mavros]: Plugin setpoint_accel created
[mavros_node-1] [INFO] [1777684281.232036561] [mavros]: Plugin setpoint_accel initialized
[mavros_node-1] [INFO] [1777684281.316096880] [mavros]: Plugin setpoint_attitude created
[mavros_node-1] [INFO] [1777684281.316409541] [mavros]: Plugin setpoint_attitude initialized
[mavros_node-1] [INFO] [1777684281.409629415] [mavros]: Plugin setpoint_position created
[mavros_node-1] [INFO] [1777684281.409839485] [mavros]: Plugin setpoint_position initialized
[mavros_node-1] [INFO] [1777684281.672297715] [mavros]: Plugin setpoint_raw created
[mavros_node-1] [INFO] [1777684281.672569877] [mavros]: Plugin setpoint_raw initialized
[mavros_node-1] [INFO] [1777684281.837733704] [mavros]: Plugin setpoint_trajectory created
[mavros_node-1] [INFO] [1777684281.837965903] [mavros]: Plugin setpoint_trajectory initialized
[mavros_node-1] [INFO] [1777684281.946493579] [mavros]: Plugin setpoint_velocity created
[mavros_node-1] [INFO] [1777684281.949459797] [mavros]: Plugin setpoint_velocity initialized
[mavros_node-1] [INFO] [1777684282.057411004] [mavros]: Plugin sim_state created
[mavros_node-1] [INFO] [1777684282.059463092] [mavros]: Plugin sim_state initialized
[hover-2] [INFO] [1777684282.190649960] [hover]: Waiting for FCU connection...
[mavros_node-1] [INFO] [1777684282.209979588] [mavros]: Plugin sys_status created
[mavros_node-1] [INFO] [1777684282.212976769] [mavros]: Plugin sys_status initialized
[mavros_node-1] [INFO] [1777684282.289877956] [mavros.time]: TM: Timesync mode: MAVLINK
[mavros_node-1] [INFO] [1777684282.317411418] [mavros]: Plugin sys_time created
[mavros_node-1] [INFO] [1777684282.317687579] [mavros]: Plugin sys_time initialized
[mavros_node-1] [INFO] [1777684282.397927310] [mavros]: Plugin tdr_radio created
[mavros_node-1] [INFO] [1777684282.400052174] [mavros]: Plugin tdr_radio initialized
[mavros_node-1] [INFO] [1777684282.490350887] [mavros]: Plugin terrain created
[mavros_node-1] [INFO] [1777684282.490571179] [mavros]: Plugin terrain initialized
[mavros_node-1] [INFO] [1777684282.584519781] [mavros]: Plugin trajectory created
[mavros_node-1] [INFO] [1777684282.584746721] [mavros]: Plugin trajectory initialized
[mavros_node-1] [INFO] [1777684282.669885631] [mavros]: Plugin tunnel created
[mavros_node-1] [INFO] [1777684282.671196549] [mavros]: Plugin tunnel initialized
[mavros_node-1] [INFO] [1777684282.756778709] [mavros]: Plugin vfr_hud created
[mavros_node-1] [INFO] [1777684282.757006519] [mavros]: Plugin vfr_hud initialized
[mavros_node-1] [INFO] [1777684282.844250923] [mavros]: Plugin vibration created
[mavros_node-1] [INFO] [1777684282.844472770] [mavros]: Plugin vibration initialized
[mavros_node-1] [INFO] [1777684282.942687175] [mavros]: Plugin vision_pose created
[mavros_node-1] [INFO] [1777684282.942882005] [mavros]: Plugin vision_pose initialized
[mavros_node-1] [INFO] [1777684283.039602718] [mavros]: Plugin vision_speed created
[mavros_node-1] [INFO] [1777684283.039799492] [mavros]: Plugin vision_speed initialized
[mavros_node-1] [INFO] [1777684283.165727135] [mavros]: Plugin waypoint created
[mavros_node-1] [INFO] [1777684283.166114072] [mavros]: Plugin waypoint initialized
[mavros_node-1] [INFO] [1777684283.298208331] [mavros]: Plugin wheel_odometry created
[mavros_node-1] [INFO] [1777684283.298489678] [mavros]: Plugin wheel_odometry initialized
[mavros_node-1] [INFO] [1777684283.391373766] [mavros]: Plugin wind_estimation created
[mavros_node-1] [INFO] [1777684283.393943436] [mavros]: Plugin wind_estimation initialized
[mavros_node-1] [INFO] [1777684283.404408447] [mavros]: Built-in SIMD instructions: ARM NEON
[mavros_node-1] [INFO] [1777684283.404968658] [mavros]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1777684283.405091007] [mavros]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1777684283.405138247] [mavros]: MAVROS UAS via /uas1 started. MY ID 1.191, TARGET ID 1.1
[mavros_node-1] [INFO] [1777684283.489834667] [mavros.rc]: RC_CHANNELS message detected!
[mavros_node-1] [INFO] [1777684283.498284756] [mavros.imu]: IMU: Raw IMU message used.
[mavros_node-1] [WARN] [1777684283.498727543] [mavros.imu]: IMU: linear acceleration on RAW_IMU known on APM only.
[mavros_node-1] [WARN] [1777684283.498809227] [mavros.imu]: IMU: ~imu/data_raw stores unscaled raw acceleration report.
[mavros_node-1] [INFO] [1777684284.127195749] [mavros]: CON: Got HEARTBEAT, connected. FCU: ArduPilot
[mavros_node-1] [INFO] [1777684284.127467206] [mavros.mission]: WP: detected enable_partial_push: 1
[hover-2] [INFO] [1777684284.133259441] [hover]: FCU connected!
[mavros_node-1] [INFO] [1777684284.144835115] [mavros_router]: link[1001] detected remote address 1.191
[mavros_node-1] [INFO] [1777684284.487646646] [mavros.rc]: RC_CHANNELS message detected!
[mavros_node-1] [INFO] [1777684284.495977385] [mavros.imu]: IMU: Raw IMU message used.
[mavros_node-1] [WARN] [1777684285.158152385] [mavros.cmd]: CMD: Unexpected command 520, result 0
[mavros_node-1] [INFO] [1777684285.171643891] [mavros.geofence]: GF: Using MISSION_ITEM_INT
[mavros_node-1] [INFO] [1777684285.171805870] [mavros.rallypoint]: RP: Using MISSION_ITEM_INT
[mavros_node-1] [INFO] [1777684285.171873239] [mavros.mission]: WP: Using MISSION_ITEM_INT
[mavros_node-1] [INFO] [1777684285.171929682] [mavros.sys]: VER: 1.1: Capabilities         0x000000000000fbef
[mavros_node-1] [INFO] [1777684285.171995421] [mavros.sys]: VER: 1.1: Flight software:     040603ff (92b0cd78)
[mavros_node-1] [INFO] [1777684285.172041402] [mavros.sys]: VER: 1.1: Middleware software: 00000000 (        )
[mavros_node-1] [INFO] [1777684285.172084808] [mavros.sys]: VER: 1.1: OS software:         00000000 (88b84600	@W)
[mavros_node-1] [INFO] [1777684285.172124048] [mavros.sys]: VER: 1.1: Board hardware:      03f50000
[mavros_node-1] [INFO] [1777684285.172161918] [mavros.sys]: VER: 1.1: VID/PID:             1209:5740
[mavros_node-1] [INFO] [1777684285.172201047] [mavros.sys]: VER: 1.1: UID:                 0000000000000000
[hover-2] [INFO] [1777684286.469666243] [hover]: Setting mode to GUIDED
[hover-2] [INFO] [1777684286.481218233] [hover]: Mode set to GUIDED
[hover-2] [INFO] [1777684286.484170377] [hover]: Waiting for GUIDED mode, current: LAND
[hover-2] [INFO] [1777684286.487667955] [hover]: Waiting for GUIDED mode, current: LAND
[hover-2] [INFO] [1777684286.490917797] [hover]: Waiting for GUIDED mode, current: LAND
[hover-2] [INFO] [1777684286.563470725] [hover]: ned z: -1.56
[hover-2] [INFO] [1777684286.567358202] [hover]: Arm started
[hover-2] [INFO] [1777684287.590988103] [hover]: Vehicle armed successfully
[hover-2] [INFO] [1777684287.594509588] [hover]: ned z: -1.56
[hover-2] [INFO] [1777684287.600416136] [hover]: Waiting for vehicle to arm...
[hover-2] [INFO] [1777684287.604269558] [hover]: Waiting for vehicle to arm...
[hover-2] [INFO] [1777684287.608265070] [hover]: Waiting for vehicle to arm...
[hover-2] [INFO] [1777684287.613240767] [hover]: Armed! Sending takeoff...
[hover-2] [INFO] [1777684287.617885136] [hover]: takeoff_height: 1.5
[hover-2] [INFO] [1777684287.622353861] [hover]: ned z: -1.56
[hover-2] [INFO] [1777684287.773227474] [hover]: takeoff result: mavros_msgs.srv.CommandTOL_Response(success=True, result=0)
[hover-2] [INFO] [1777684287.776220914] [hover]: Taking off to altitude: 1.5
[hover-2] [INFO] [1777684287.779260927] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684287.782453881] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684287.786209009] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684287.840442474] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684287.894254188] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684287.948168177] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684287.965093189] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684288.019204804] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684288.072761616] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684288.126493184] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684288.180120940] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684288.184674552] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684288.238407879] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684288.292057968] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684288.299352951] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.353455623] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.406932603] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.460400769] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.514607532] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.568135326] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.622275312] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.643923118] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.697802479] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.751331274] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.804832032] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.859143551] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.912670827] [hover]: ned z: -1.58
[hover-2] [INFO] [1777684288.962115278] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.015711904] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.069180108] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.122957121] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.176799243] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.182253226] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.236224235] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.290083987] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.295652949] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.349352333] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.403005904] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.456562328] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.509949182] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.563549754] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.617536188] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684289.641582242] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684289.695259720] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684289.748803626] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684289.802450864] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684289.855969696] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684289.909352624] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684289.959865221] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684290.013768824] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684290.067386951] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684290.121632511] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684290.175852034] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684290.180662123] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684290.234546782] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684290.287755233] [hover]: ned z: -1.60
[hover-2] [INFO] [1777684290.293710817] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684290.347613143] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684290.402319749] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684290.456033042] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684290.509605152] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684290.563481349] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684290.617382434] [hover]: ned z: -1.59
[hover-2] [INFO] [1777684290.639549452] [hover]: ned z: -1.25
[hover-2] [INFO] [1777684290.693385390] [hover]: ned z: -1.25
[hover-2] [INFO] [1777684290.747052887] [hover]: ned z: -1.25
[hover-2] [INFO] [1777684290.800448668] [hover]: ned z: -1.25
[hover-2] [INFO] [1777684290.854239385] [hover]: ned z: -1.25
[hover-2] [INFO] [1777684290.907869494] [hover]: ned z: -1.25
[hover-2] [INFO] [1777684290.954754646] [hover]: ned z: 0.13
[hover-2] [INFO] [1777684291.008473994] [hover]: ned z: 0.13
[hover-2] [INFO] [1777684291.062045012] [hover]: ned z: 0.13
[hover-2] [INFO] [1777684291.116610955] [hover]: ned z: 0.13
[hover-2] [INFO] [1777684291.170904219] [hover]: ned z: 0.13
[hover-2] [INFO] [1777684291.177902004] [hover]: ned z: 0.13
[mavros_node-1] [INFO] [1777684291.181590449] [mavros.sys]: FCU: EKF3 IMU1 MAG0 in-flight yaw alignment complete
[mavros_node-1] [INFO] [1777684291.192604784] [mavros.sys]: FCU: EKF3 IMU0 MAG0 in-flight yaw alignment complete
[hover-2] [INFO] [1777684291.231492671] [hover]: ned z: 0.13
[hover-2] [INFO] [1777684291.285466811] [hover]: ned z: 0.13
[hover-2] [INFO] [1777684291.292279137] [hover]: Finished takeoff
[hover-2] [INFO] [1777684291.303413025] [hover]: Mode set to RTL
[hover-2] [INFO] [1777684291.306817234] [hover]: RTL engaged, letting FC handle return
[INFO] [hover-2]: process has finished cleanly [pid 1442]
[mavros_node-1] [INFO] [1777684299.194725936] [mavros.mission]: WP: item #0  F:0 C: 16 p: 0 0 0 0 x: 44.56433 y: -69.65963 z: 76.18999
[mavros_node-1] [INFO] [1777684299.210449863] [mavros.mission]: WP: item #1  F:0 C: 22 p: 0 0 0 0 x: 44.56434 y: -69.65958 z: 1.52
[mavros_node-1] [INFO] [1777684299.226953405] [mavros.mission]: WP: item #2  F:0 C: 20 p: 0 0 0 0 x: 0 y: 0 z: 0
[mavros_node-1] [INFO] [1777684299.227214289] [mavros.mission]: WP: mission received
[mavros_node-1] [INFO] [1777684304.157724718] [mavros.rallypoint]: RP: mission received
[mavros_node-1] [INFO] [1777684309.146508061] [mavros.geofence]: GF: mission received
[mavros_node-1] [ERROR] [1777684326.786448100] [mavros.sys]: FCU: PreArm: AHRS: EKF3 Yaw inconsistent 33 deg. Wait o
[mavros_node-1] [ERROR] [1777684326.800429031] [mavros.sys]: FCU: r reboot
